"tweet_id","topic_id","probability","assigned_at"
"1347159687934992387","1","0.0","2026-05-04T10:24:25.877157+00:00"
"1347160210817904644","133","0.0","2026-05-04T10:24:25.877157+00:00"
"1347166452495900672","12","0.0","2026-05-04T10:24:25.877157+00:00"
"1347180002803130368","13","0.0","2026-05-04T10:24:25.877157+00:00"
"1347181631749189632","3","0.0","2026-05-04T10:24:25.877157+00:00"
"1347191908620185602","13","0.0","2026-05-04T10:24:25.877157+00:00"
"1347206137112887297","0","0.0","2026-05-04T10:24:25.877157+00:00"
"1347223031970729993","3","0.0","2026-05-04T10:24:25.877157+00:00"
"1347223314251603969","3","0.0","2026-05-04T10:24:25.877157+00:00"
"1347227665644859395","3","0.0","2026-05-04T10:24:25.877157+00:00"
"1347228801533620242","14","0.0","2026-05-04T10:24:25.877157+00:00"
"1347230274116059137","-1","0.0","2026-05-04T10:24:25.877157+00:00"
"1347231275040571396","136","0.0","2026-05-04T10:24:25.877157+00:00"
"1347237149888929795","37","0.0","2026-05-04T10:24:25.877157+00:00"
"1347238989967683584","3","0.0","2026-05-04T10:24:25.877157+00:00"
"1347240256916115456","88","0.0","2026-05-04T10:24:25.877157+00:00"
"1347318264385449991","12","0.0","2026-05-04T10:24:25.877157+00:00"
